"error_name","SurveyorID","Submission.Id","Orig.collection.date","Quad.Sub.Quad","StemTag","Species","QX","QY","DBH","Status.census.2","HOM","Status.2021","Crown.position","Percentage.of.crown.intact","Percentage.of.crown.living","Lean.angle.if.greater.than.15.degrees","Lianas","FAD","Wounded.main.stem","Canker..swelling..deformity","Rotting.trunk","Dead.with.resprout","Notes.2021"
"wounded_level_but_wrong_status_or_FAD","NM","9c215fe7-f1d6-48b2-8846-22cab79171e8","2021-07-16","1402-21",140150,"acerru",1.1501,9.05055,13.8,"A",1.3,"AU",2,100,100,NA,0,"R",2,NA,1,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","30057623-261f-48c8-af4b-44d85ef55a2f","2021-07-16","1403-21",140248,"tsugca",7.7072,3.37933,12.9,"A",1.3,"AU",1,80,40,NA,0,"B,I,LF",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","290c6df9-3ea0-4ffc-9314-21c0d0ebd73b","2021-07-16","1404-22",140300,"acerru",4.9011,7.8398,NA,"D",1.3,"AU",2,80,75,NA,0,"B",1,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","d2158039-277e-46b4-9f17-52a182bd7886","2021-07-16","1407-11",140604,"fagugr",0.49444,4.26337,11.8,"A",1.3,"AU",2,95,90,NA,0,"B,F",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","ffd090fa-435a-4a8f-afab-20f5669a09b1","2021-07-19","1312-12",130795,"acerru",9.60638,2.237,11.7,"A",1.57,"AU",1,95,90,NA,0,"B,LF,I",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","4e96cd94-612d-46da-9d6f-9643063b55b2","2021-07-19","1314-11",130893,"acerru",8.03063,9.41801,11.9,"A",1.3,"AU",2,60,40,NA,0,"B,K",3,1,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","4e96cd94-612d-46da-9d6f-9643063b55b2","2021-07-19","1314-12",130916,"pinust",5.91317,3.8477,33.7,"A",1.3,"AU",3,60,52,NA,0,"B,R",2,NA,2,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","773f4497-b228-4c38-8033-69c67914970c","2021-07-19","1320-12",131331,"tsugca",5.45907,3.879,13.4,"A",1.3,"DS",1,0,0,NA,NA,"B,I,LF",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","773f4497-b228-4c38-8033-69c67914970c","2021-07-19","1320-22",131343,"acerru",2.3247,9.5435,20.5,"A",1.3,"AU",1,10,10,NA,NA,"B",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","773f4497-b228-4c38-8033-69c67914970c","2021-07-19","1320-22",131357,"acerru",5.3367,4.1396,18.7,"A",1.3,"AU",2,40,40,NA,NA,"B",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","4d79806f-97bc-469c-a599-12a3d8df7c85","2021-07-19","1322-12",131500,"tsugca",0.16195,0.7749,12.3,"A",1.3,"AU",1,90,70,NA,0,"B,I,LF",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","9330886a-4804-4903-9405-2f2ff525786c","2021-07-19","1323-21",131658,"fagugr",9.7981,5.57231,11.4,"A",1.3,"AU",1,20,20,NA,NA,"F,B",3,NA,NA,"False","BBD, some lateral branches remain"
"wounded_level_but_wrong_status_or_FAD","KN","44b5ed86-6d2d-4c75-bd58-3402668fb6f3","2021-07-19","1410-21",140895,"querru",1.0588,5.33249,25.4,"A",1.3,"AU",3,80,80,NA,NA,"B",3,NA,NA,"False","Old split top broken off"
"wounded_level_but_wrong_status_or_FAD","KN","44b5ed86-6d2d-4c75-bd58-3402668fb6f3","2021-07-19","1410-21",140903,"querru",8.3879,3.6634,34.5,"A",1.3,"AU",3,90,90,NA,NA,"B",2,NA,NA,"False","Old branch broken"
"wounded_level_but_wrong_status_or_FAD","NM","3c91214f-80ba-444d-8901-5e1e19feb3d5","2021-07-19","1412-11",140980,"acerru",2.53105,5.5487,11.9,"A",1.3,"DS",1,5,0,NA,0,"B,OT",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","f181d80e-66a5-451a-accc-55fb1be51c94","2021-07-19","1413-11",141044,"tsugca",4.59071,8.05762,12.4,"A",1.3,"AU",1,100,30,37,NA,"I,LF,CR",1,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","f181d80e-66a5-451a-accc-55fb1be51c94","2021-07-19","1413-22",141070,"betule",9.5042,7.2578,11.1,"A",1.3,"AU",1,20,20,NA,NA,"B,U",3,NA,NA,"False","Top dead, several lateral branches healthy"
"wounded_level_but_wrong_status_or_FAD","KN","2c1693fb-1263-4365-8bd4-9f56e3c60009","2021-07-19","1417-12",141293,"betual",2.34773,7.4852,11.2,"A",1.22,"AU",1,95,95,NA,NA,"K,B",2,1,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","2255a5ed-a3bf-4b8a-af22-791b999e9f18","2021-07-19","1418-21",141424,"tsugca",7.9277,3.33449,14.4,"A",1.3,"AU",1,93,85,NA,0,"B,I,LF",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","2255a5ed-a3bf-4b8a-af22-791b999e9f18","2021-07-19","1418-21",141430,"tsugca",6.7352,0.55153,15.2,"A",1.3,"AU",1,80,5,NA,0,"B,R,I,LF",2,NA,2,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","2255a5ed-a3bf-4b8a-af22-791b999e9f18","2021-07-19","1418-22",141413,"tsugca",3.4218,1.0406,12.9,"A",1.3,"AU",1,65,18,NA,0,"B,I,LF",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","fc0f84b1-5c75-44bc-af47-7682746724e8","2021-07-20","1503-12",150248,"querru",3.77788,2.0407,21.1,"A",1.3,"AU",3,100,100,NA,NA,"HS",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","fe435692-f76e-4e37-9db0-08a8d6e90d76","2021-07-20","1505-11",150484,"tsugca",1.74694,4.83808,14,"A",1.3,"AU",1,0,0,NA,NA,"B,I,LF",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","a86d9d27-c4fa-4542-902a-12ea8c540f8e","2021-07-20","1506-12",150670,"tsugca",0.89983,6.8964,16.7,"A",1.47,"AU",1,70,55,NA,0,"B,I,LF",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","9b1287a4-a78f-400e-a8ee-a4a53a173f88","2021-07-20","1514-21",151332,"betule",9.0202,6.07745,10.3,"A",1.3,"AU",1,95,95,NA,0,"B",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","53d87952-b870-4b4c-a8e9-84b8ffc878b0","2021-07-20","1516-11",151427,"fagugr",9.79282,7.85217,39.5,"A",1.3,"AU",2,60,50,NA,NA,"B,F",3,NA,NA,"False","No BBD visible, large broken top with decay fungi"
"wounded_level_but_wrong_status_or_FAD","NM","290c6df9-3ea0-4ffc-9314-21c0d0ebd73b","2021-07-16","1404-22",140300,"acerru",4.9011,7.8398,NA,"D",1.3,"AU",2,80,75,NA,0,"B",1,NA,NA,"False","Confirmed alive again"
"wounded_level_but_wrong_status_or_FAD","NM","6f3b6f66-14ea-4694-a1a5-ee944905cc38","2021-07-21","1519-12",151736,"betual",0.2015,0.5156,10.1,"A",1.4,"AU",1,96,96,NA,0,"B",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","6f3b6f66-14ea-4694-a1a5-ee944905cc38","2021-07-21","1519-12",151752,"tsugca",9.6078,8.7102,38.5,"A",1.3,"DS",1,35,0,NA,0,"B",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","6f3b6f66-14ea-4694-a1a5-ee944905cc38","2021-07-21","1519-12",151761,"tsugca",6.16447,3.0647,22.3,"A",1.3,"AU",1,94,88,NA,0,"B,I",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","379bb662-4661-4edc-857a-eaba5bc341e2","2021-07-21","1520-11",151845,"tsugca",1.71968,3.1105,29.1,"A",1.28,"AU",1,92,80,NA,0,"B,I,LF",3,NA,2,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","379bb662-4661-4edc-857a-eaba5bc341e2","2021-07-21","1520-12",151869,"tsugca",4.07037,6.6134,NA,"D",1.3,"AU",1,90,90,NA,0,"B,I",3,NA,NA,"False","Confirmed alive again"
"wounded_level_but_wrong_status_or_FAD","KN","7dee43a8-e1c8-466b-a7be-39f2fdc0bb29","2021-07-21","1521-12",152031,"acerru",9.70419,4.0029,14.2,"A",1.3,"AU",1,50,50,NA,NA,"B",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","a0ed4f5e-5907-4164-ab51-c02f1986f602","2021-07-21","1523-22",152218,"fagugr",3.1919,3.2921,28.2,"A",1.3,"AU",3,65,35,NA,0,"F,B,LF",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","fb95a695-7032-4cd9-a127-ddf711f799d3","2021-07-21","1524-12",152318,"tsugca",2.46899,7.3212,40,"A",1.3,"DS",1,90,0,NA,NA,"I,DF,AN",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","591960ee-e036-4072-9d32-f0cfeae3c723","2021-07-21","1706-12",171085,"tsugca",5.65684,9.6077,10.5,"A",1.35,"AU",1,85,85,NA,0,"R,I",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","cfeea8a3-f329-4f8f-8205-dbe58c2f70c8","2021-07-21","1712-22",171515,"acerru",7.0562,7.4612,19,"A",1.3,"AU",1,95,93,NA,0,"B",2,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","KN","93ff6d3a-d8e1-45d1-a41e-8b2259a7aef5","2021-07-21","1714-22",171640,"tsugca",2.2812,7.4345,13.8,"A",1.24,"AU",1,30,25,20,NA,"B,I,LF",3,NA,NA,"False",NA
"wounded_level_but_wrong_status_or_FAD","NM","a8c74b07-3e24-4bb4-9b6c-d74559fad8b7","2021-07-21","1716-22",171846,"tsugca",0.2862,1.4559,16.9,"A",1.3,"AU",1,97,97,NA,0,"B,I",2,NA,NA,"False",NA
"dead_but_crown_living_not_zero","LM","150d780d-fd57-4258-8acf-5a4856d02f8e","2021-07-21","1721-12",171991,"acerru",3.45101,1.4265,15.9,"A",1.3,"DS",1,95,93,NA,NA,NA,NA,NA,NA,"False",NA
